Yonex,Poly Tour Pro Yellow 16 (1.30),191
Yonex,Poly Tour Pro Yellow 16L (1.25),181
Yonex,Poly Tour Spin 16L (1.25),214
Yonex,Poly Tour Spin G 1.25,237
Yonex,Poly Tour Strike 16L (1.25),199
Yonex,Poly Tour Tough 16L,194
Yonex,Rexis 16 (1.30),153
Yonex,Tour Super 850 16 (1.30),146
Yonex,Tour Super Pro 850 16 (1.32),149
Yonex,Tournament 50 16L,167
Yonex,Tournament 80 Spin 15L-16,162
